Reading_ID,Timestamp,Machine_ID,Equipment_Type,Location,Shift,Temperature,Pressure,Vibration,Humidity,Voltage,Current,RPM,Power_Consumption,Machine_Status,Age_Years,Maintenance_Due,Last_Maintenance_Days,Operating_Hours,Load_Percent,Ambient_Temp,Oil_Level,Noise_Level,Uptime_Hours,Downtime_Hours,Production_Count,Defect_Count,Sensor_ID,Firmware_Version,Anomaly_Flag,Temp_Rolling_Mean,Temp_Rolling_STD,Pressure_Rolling_Mean,Vibration_Rolling_Mean,Advanced_Predicted_Anomaly
RD763955,2024-05-13 02:31:00,MCH627,Transformer,Factory 1,Night,50.56,7.09,8.26,63.29,220.46,35.29,1087,39.97,Faulty,3,No,88,4,47.9,43.05,44.68,84.62,8785,383,333,8,SEN2875,V1.9.4,1,70.8159999999998,18.848764681005427,6.930000000000023,16.716000000000015,0
RD530968,2024-02-16 06:03:00,MCH585,CNC Machine,Warehouse 1,Afternoon,44.29,4.0,10.3,53.7,239.28,47.75,1124,0.79,Faulty,12,yes,53,5,27.41,26.41,35.06,45.01,5055,9,253,2,SEN5399,V5.7.3,0,59.7319999999998,12.996094413319147,6.728000000000023,13.586000000000018,1
RD384695,2024-02-01 03:04:00,MCH764,CNC Machine,Plant B,Night,48.96,8.43,5.17,46.14,222.56,48.58,1958,25.75,Running,14,No,88,2,47.33,28.14,27.58,59.46,6167,221,719,1,SEN3306,V2.6.6,0,55.6719999999998,12.434117178147408,7.186000000000023,6.136000000000017,0
RD912598,2024-02-16 10:07:00,MCH260,Conveyor,Warehouse 2,Day,86.09,3.58,12.03,53.86,222.56,26.4,10000,34.23,Idle,8,Yes,63,4,57.71,21.39,25.29,84.49,5705,221,582,6,SEN7313,V1.4.6,0,61.15799999999979,18.602921007194187,6.138000000000022,7.826000000000017,0
RD934915,2024-03-12 03:05:00,MCH120,Hydraulic Press,Plant A,Day,52.69,8.06,22.29,70.07,232.29,32.11,1795,33.38,Faulty,17,No,31,17,20.55,17.85,25.84,51.15,6624,29,111,3,SEN7821,V2.5.0,1,56.5179999999998,16.817415675421167,6.232000000000022,11.610000000000017,0
RD379823,2024-02-17 14:41:00,MCH133,Transformer,Unit 1,Afternoon,70.81,5.53,16.82,54.72,205.16,15.33,2043,20.2,Running,20,YES,76,16,62.44,26.17,46.85,71.99,5765,92,711,5,SEN1931,V4.8.3,0,60.5679999999998,17.450307160617722,5.920000000000023,13.322000000000017,0
RD691162,2024-06-13 02:20:00,MCH427,Turbine,Unit 3,Afternoon,27.8,5.18,35.2,55.11,206.0,39.21,1099,13.8,Idle,7,Yes,50,15,68.03,27.49,56.24,52.01,6497,246,885,1,SEN9817,V5.4.6,0,57.26999999999979,22.206065612798284,6.156000000000023,18.302000000000017,0
RD457822,2024-03-09 16:03:00,MCH785,Conveyor,Warehouse 2,Night,30.27,2.55,16.65,40.07,222.07,23.44,2536,10.14,Maintenance,17,yes,16,18,84.07,35.98,59.0,77.58,1613,176,750,0,SEN5410,V5.3.3,1,53.5319999999998,25.31066020474176,4.980000000000023,20.59800000000002,0
RD946472,2024-06-11 02:09:00,MCH571,Motor,Factory 2,Night,26.23,6.86,45.72,57.57,201.94,36.63,2101,43.87,Offline,7,Yes,23,12,40.58,35.33,80.56,92.16,3205,29,416,9,SEN9807,V4.4.8,0,41.559999999999796,19.565594803120213,5.636000000000023,27.33600000000002,0
RD696499,2024-06-19 01:38:00,MCH702,Pump,unit 2,Afternoon,47.24,2.8,39.61,37.8,218.01,12.43,1640,41.04,Idle,13,Yes,75,23,43.56,41.76,43.95,85.2,9945,482,550,4,SEN1210,V4.2.4,0,40.4699999999998,18.932082558447803,4.584000000000023,30.80000000000002,0
RD658304,2024-01-04 06:10:00,MCH790,Motor,Factory 1,Night,50.72,8.93,26.36,68.64,242.56,41.02,2607,46.62,Idle,5,YES,25,5,80.62,44.83,61.5,80.17,8698,134,485,6,SEN1530,V4.9.9,0,36.45199999999979,11.592241802165745,5.264000000000022,32.70800000000001,0
RD973830,2024-05-04 02:48:00,MCH594,Pump,Factory 1,Day,26.64,1.76,15.16,87.87,203.79,6.76,1892,4.14,Idle,4,yes,25,15,74.58,20.33,89.3,97.85,1554,2,442,5,SEN5849,V3.8.3,1,36.21999999999979,11.818094177991586,4.580000000000022,28.700000000000017,1
RD362749,2024-06-06 18:51:00,MCH675,Conveyor,Warehouse 1,Night,24.89,6.13,36.51,56.41,206.93,28.13,1091,32.92,Standby,8,No,67,11,70.55,23.09,36.73,76.36,1505,384,689,8,SEN7727,V5.7.3,0,35.1439999999998,12.706759224911655,5.2960000000000225,32.67200000000001,0
RD145091,2024-05-16 10:21:00,MCH794,Robot,Warehouse 1,Afternoon,32.08,5.21,15.56,81.81,217.95,43.8,1853,1.11,Maintenance,14,NO,80,7,87.44,30.27,65.21,77.95,8685,108,646,10,SEN6927,V4.3.5,1,36.313999999999794,11.926138520069216,4.966000000000022,26.640000000000015,0
RD196407,2024-02-27 16:38:00,MCH799,Conveyor,Unit 2,Day,99.46,4.01,23.9,39.55,241.71,24.62,2932,17.63,Maintenance,18,yes,15,10,84.77,40.6,76.35,60.07,5058,486,901,3,SEN3123,V5.8.5,0,46.75799999999979,31.191285962587212,5.208000000000022,23.49800000000002,0
RD504242,2024-04-09 13:01:00,MCH415,Generator,Warehouse 1,Day,78.43,2.88,47.29,71.68,206.58,34.44,1125,22.7,Standby,15,YES,71,16,46.4,29.26,46.95,92.23,3678,215,31,5,SEN1378,V4.8.4,0,52.2999999999998,34.37089830074123,3.9980000000000233,27.684000000000015,0
RD448280,2024-03-18 16:25:00,MCH550,Robot,Plant B,Night,61.48,5.75,49.27,79.66,247.65,41.92,1435,49.84,Standby,3,no,88,9,33.25,24.82,89.26,87.07,1693,173,68,7,SEN6534,V2.0.0,0,59.26799999999979,31.259023817130057,4.7960000000000225,34.506000000000014,1
RD896619,20-03-2024 08:05:00,MCH120,Turbine,Warehouse 2,Morning,53.21,5.87,2.09,59.57,200.4,47.16,2799,41.74,Standby,15,NO,75,14,46.26,15.12,66.35,43.76,3883,412,516,10,SEN9756,V2.5.9,0,64.9319999999998,25.50957800513192,4.744000000000023,27.62200000000002,1
RD275344,2024-04-22 01:44:00,MCH935,CNC Machine,plant a,Morning,22.64,9.42,31.44,71.48,242.37,26.26,1182,5.22,Running,12,NO,49,19,24.76,16.73,38.41,76.83,8723,24,456,5,SEN1733,V2.5.8,0,63.0439999999998,28.698828024849867,5.5860000000000225,30.79800000000002,0
RD773297,2024-01-07 04:12:00,MCH756,Turbine,Factory 2,Morning,55.11,1.85,14.01,72.56,228.8,40.8,2014,16.42,Faulty,1,NO,49,4,38.51,15.0,50.77,99.69,101,259,461,8,SEN6021,V3.5.7,0,54.17399999999979,20.23567221517236,5.154000000000023,28.820000000000014,0
RD411433,2024-02-18 11:38:00,MCH489,Motor,Unit 1,Morning,59.76,4.29,20.69,51.49,232.07,8.92,2613,29.23,Running,20,Yes,62,4,64.36,43.1,40.75,46.09,6976,267,423,3,SEN3504,V1.0.9,0,50.43999999999979,15.898630444157588,5.624000000000023,23.500000000000018,0
RD355717,2024-02-18 15:45:00,MCH529,Compressor,Warehouse 2,Morning,47.63,4.29,30.1,39.8,210.03,41.54,1774,41.68,Standby,10,yes,74,20,90.66,41.22,79.15,42.06,5038,117,757,5,SEN8889,V2.9.2,0,47.669999999999796,14.651926494488414,5.624000000000023,19.666000000000018,0
RD877331,2024-01-22 11:01:00,MCH468,Pump,Unit 3,Day,44.14,7.51,49.37,54.68,215.52,48.43,2820,6.3,Idle,5,Yes,3,10,24.01,17.36,23.07,83.56,6007,412,485,6,SEN8922,V4.5.4,0,45.85599999999979,14.352979829982676,5.624000000000023,29.12200000000002,0
RD930048,2024-02-26 23:14:00,MCH918,Motor,Plant C,Morning,81.55,2.56,13.4,36.93,247.86,12.52,2642,5.51,Faulty,15,YES,32,20,33.64,31.94,73.52,71.39,6971,390,348,6,SEN6037,V5.2.0,0,57.63799999999979,14.7057257556335,5.624000000000023,25.514000000000017,0
RD250173,2024-02-19 19:58:00,MCH425,Pump,Factory 2,Night,72.75,9.29,42.77,41.67,245.5,48.56,1196,47.31,Standby,17,no,86,1,44.88,44.75,30.44,73.95,9336,9,777,4,SEN6488,V1.5.1,0,61.16599999999979,16.006102898579226,5.624000000000023,31.26600000000002,0
RD807393,2024-01-04 11:10:00,MCH332,Hydraulic Press,Unit 1,Night,55.1,4.47,9.01,63.5,239.43,28.04,1721,10.63,Running,12,Yes,2,2,71.64,42.11,40.86,43.53,3721,140,213,1,SEN7449,V4.2.2,0,60.233999999999796,16.24236528341563,5.624000000000023,28.930000000000017,0
RD379164,2024-03-24 02:39:00,MCH198,Robot,Warehouse 1,Morning,65.91,1.79,34.34,32.14,226.21,15.81,2722,0.66,Standby,3,YES,51,22,29.39,36.9,74.74,72.81,2394,322,118,9,SEN4870,V1.4.3,1,63.889999999999795,14.678063564377606,5.124000000000022,29.77800000000002,0
RD806270,2024-04-02 20:19:00,MCH705,CNC Machine,Plant A,Day,82.5,4.84,22.59,66.25,207.03,15.34,2719,44.86,Idle,20,Yes,56,18,33.78,40.85,48.55,45.83,6648,424,428,9,SEN4059,V1.6.3,1,71.5619999999998,11.442834876022546,4.590000000000023,24.42200000000002,0
RD525399,2024-02-29 06:34:00,MCH701,CNC Machine,Warehouse 1,Morning,87.97,3.22,18.1,88.77,211.05,12.84,1947,16.62,Faulty,6,Yes,65,13,42.32,39.45,90.6,53.27,7235,47,846,6,SEN2252,V4.4.9,0,72.8459999999998,13.08599365733911,4.722000000000023,25.362000000000016,0
RD508117,2024-02-19 13:09:00,MCH164,Turbine,warehouse 1,Morning,66.86,3.28,-10.0,46.75,231.34,21.65,1683,47.62,Faulty,6,no,14,4,58.74,23.07,75.06,57.88,3984,291,756,2,SEN5627,V4.8.1,0,71.6679999999998,13.359055730100017,3.520000000000023,14.808000000000016,0
RD652689,2024-01-19 04:41:00,MCH907,Generator,Warehouse 2,Afternoon,56.71,2.97,33.11,54.06,231.93,46.62,1562,17.91,Running,6,no,56,10,50.05,16.3,37.24,79.79,1171,349,165,0,SEN1494,V3.1.7,1,71.9899999999998,12.870336048445607,3.220000000000023,19.628000000000018,0
RD627406,2024-03-09 08:09:00,MCH806,Turbine,Plant A,Morning,87.62,8.51,1000.0,72.22,206.52,26.94,1214,28.68,Maintenance,4,no,37,20,80.22,42.51,31.69,87.8,8372,192,530,1,SEN3157,V4.9.0,0,76.3319999999998,13.925227825781638,4.564000000000023,212.76000000000005,1
RD755880,2024-06-09 05:14:00,MCH401,CNC Machine,Warehouse 2,Afternoon,41.48,2.94,24.22,58.48,241.04,34.58,1015,33.04,Faulty,14,NO,18,12,62.68,39.37,92.73,80.89,1257,162,603,2,SEN6492,V2.6.9,0,68.12799999999979,20.09811856865996,4.184000000000023,213.086,1
RD238197,2024-05-28 19:27:00,MCH195,CNC Machine,Plant B,Day,35.85,7.83,40.46,34.71,246.14,39.4,2162,15.86,Standby,15,no,29,7,31.5,41.87,40.64,61.81,3104,358,939,10,SEN6412,V3.7.7,0,57.703999999999795,20.74007545791246,5.106000000000023,217.558,1
RD626674,2024-03-29 23:56:00,MCH388,Transformer,Unit 3,Morning,49.36,7.94,15.14,87.59,203.81,42.47,2603,31.99,Idle,16,yes,26,9,92.3,15.67,97.24,71.27,2706,52,993,9,SEN6190,V5.6.4,0,54.203999999999795,20.280180719113403,6.038000000000023,222.586,1
RD551170,2024-01-02 23:21:00,MCH842,Generator,Factory 1,Afternoon,25.62,7.26,34.08,48.08,222.21,37.13,2166,23.89,Offline,9,yes,28,6,23.7,29.48,38.52,78.56,6519,486,711,6,SEN6043,V3.0.1,1,47.9859999999998,23.783346694691478,6.896000000000024,222.78000000000003,1
RD115103,2024-04-19 13:02:00,MCH888,motor,Plant B,Day,80.42,8.06,2.14,71.9,227.39,39.12,1853,32.03,Faulty,10,YES,35,18,61.31,44.07,39.55,54.46,3679,53,434,7,SEN1446,V1.8.2,0,46.5459999999998,20.81665631171083,6.806000000000023,23.20800000000002,0
RD171577,2024-03-25 21:07:00,MCH701,Robot,Plant A,Afternoon,53.7,8.15,11.52,66.63,247.43,45.21,3000,31.19,Idle,10,YES,20,13,39.81,26.65,62.33,48.54,1981,413,595,10,SEN5940,V5.4.7,1,48.989999999999796,20.79051706908448,7.848000000000023,20.668000000000024,0
RD151863,2024-03-25 17:01:00,MCH440,Turbine,Warehouse 2,Morning,73.14,9.95,16.82,55.75,209.75,26.27,1775,19.72,Faulty,9,YES,71,6,22.01,22.7,39.65,67.23,8803,328,647,9,SEN9168,V4.4.2,1,56.447999999999794,21.57218394136072,8.272000000000023,15.940000000000023,0
RD876218,2024-04-13 20:02:00,MCH812,Conveyor,Unit 2,Morning,60.27,1.32,14.49,50.5,231.1,10.33,2047,16.02,Faulty,12,NO,30,7,23.37,38.69,30.11,69.15,1883,378,34,8,SEN4933,V2.6.1,1,58.629999999999804,21.22497820964497,4.108000000000024,15.810000000000022,0
RD405730,2024-06-26 01:03:00,MCH273,Motor,Warehouse 1,Day,77.6,1.32,17.1,75.11,241.02,18.78,1153,38.71,Standby,6,YES,51,19,26.28,35.38,79.53,74.73,9569,305,475,8,SEN6473,V3.4.0,0,69.0259999999998,11.530562865702416,4.108000000000024,12.414000000000023,0
RD673533,2024-05-22 23:33:00,MCH671,Turbine,Plant B,Night,83.47,8.97,27.54,73.54,224.79,45.36,1786,11.64,Standby,1,No,54,22,43.38,30.74,45.4,94.55,5302,115,808,8,SEN7695,V3.7.6,1,69.63599999999978,12.336540438871676,4.108000000000024,17.49400000000002,0
RD401115,2024-05-01 15:32:00,MCH218,Transformer,Unit 3,Afternoon,56.26,2.28,40.19,49.74,202.28,18.66,2372,46.05,Running,10,no,12,2,69.83,40.72,48.55,94.55,1508,4,278,2,SEN7609,V1.5.0,0,70.1479999999998,11.53702171272624,4.108000000000024,23.228000000000023,0
RD387408,2024-03-09 22:05:00,MCH364,Generator,Warehouse 1,Day,81.98,5.61,17.1,34.82,221.95,35.42,1336,49.33,Offline,4,no,57,8,29.29,21.18,36.11,54.52,1933,461,807,2,SEN5206,V5.8.8,0,71.9159999999998,12.726218212804572,4.108000000000024,23.28400000000002,0
RD596367,2024-04-08 14:36:00,MCH641,Transformer,Warehouse 2,Night,37.87,2.36,41.8,86.9,223.77,24.32,1485,0.89,Offline,8,yes,17,14,74.53,15.04,23.67,82.09,8815,78,146,10,SEN1872,V5.4.0,0,67.43599999999978,19.817765514808016,4.108000000000024,28.74600000000002,0
RD426367,2024-05-28 16:16:00,MCH159,CNC Machine,Warehouse 2,Night,57.95,7.46,48.55,64.01,240.29,47.04,2852,30.96,Idle,8,YES,45,0,53.09,25.8,89.04,99.83,3383,10,508,10,SEN3177,V4.3.0,0,63.5059999999998,19.238165972875624,5.3360000000000225,35.03600000000002,0
RD279819,2024-02-28 20:06:00,MCH876,Motor,Unit 2,Night,74.1,6.03,9.44,35.64,215.98,6.36,2382,45.49,Maintenance,4,No,84,14,32.85,43.52,30.9,78.0,708,189,895,1,SEN1205,V2.9.3,1,61.63199999999979,17.15036646838508,4.748000000000023,31.416000000000018,0
RD188541,2024-03-21 04:18:00,MCH448,Turbine,Unit 1,Day,78.49,2.9,19.42,89.66,246.49,12.92,1041,49.28,Offline,3,YES,5,13,91.75,24.79,85.63,51.16,5988,341,970,9,SEN9728,V4.1.8,0,66.07799999999979,18.255406596400757,4.872000000000023,27.26200000000002,1
RD329934,2024-04-04 12:00:00,MCH175,Compressor,Factory 2,Afternoon,87.31,5.12,46.46,40.5,225.47,47.59,1264,44.53,Faulty,11,Yes,72,12,59.51,29.03,26.78,96.1,4777,125,203,3,SEN2748,V2.0.6,0,67.14399999999979,19.527428914219954,4.774000000000022,33.13400000000003,0
RD814941,2024-04-26 10:34:00,MCH357,Turbine,Plant B,Night,67.89,4.75,8.65,65.98,208.91,20.03,1025,0.79,Offline,14,yes,60,10,94.61,21.71,49.27,72.43,6696,223,742,10,SEN8838,V2.4.6,0,73.1479999999998,11.052502883958919,5.252000000000022,26.50400000000002,0
RD387751,2024-01-16 14:12:00,MCH432,Conveyor,Unit 3,Afternoon,21.85,7.16,37.45,56.03,228.98,19.32,2611,9.98,Running,19,No,12,12,32.52,26.33,20.78,59.65,2144,53,772,5,SEN5402,V2.2.6,0,65.9279999999998,25.634424510800162,5.192000000000023,24.284000000000027,0
RD579611,2024-04-11 20:45:00,MCH339,Turbine,Unit 1,Morning,71.64,1.81,41.56,34.05,248.32,31.55,2821,27.98,Maintenance,13,Yes,72,15,94.51,30.83,27.88,98.66,8510,467,523,3,SEN9068,V1.9.6,0,71.30999999999979,22.403690544192003,4.348000000000023,32.41200000000002,1
RD411059,2024-06-27 17:35:00,MCH120,Pump,Plant B,Afternoon,71.64,3.38,41.56,32.7,211.67,5.2,1898,32.57,Idle,15,YES,74,9,94.3,18.7,70.22,46.77,8372,154,384,9,SEN6843,V3.6.1,0,71.30999999999979,22.403690544192003,4.444000000000022,32.41200000000002,1
RD991979,2024-05-09 12:59:00,MCH515,Conveyor,Warehouse 1,Night,86.47,6.43,14.81,79.57,215.97,34.18,1554,9.62,Idle,14,No,34,24,40.06,28.68,32.0,46.77,4303,343,413,7,SEN2791,V3.6.0,1,71.30999999999979,22.403690544192003,4.706000000000023,32.41200000000002,0
RD235808,2024-01-02 13:02:00,MCH819,Motor,factory 1,Day,98.44,7.77,47.94,60.01,215.72,22.58,1728,44.88,Offline,4,YES,19,0,66.97,26.46,66.91,91.12,4853,82,155,10,SEN8587,V1.1.3,1,71.30999999999979,22.403690544192003,5.310000000000023,32.41200000000002,0
RD556620,2024-02-10 11:42:00,MCH204,Hydraulic Press,Plant B,Morning,58.17,8.82,15.78,39.58,246.67,12.12,2090,1.49,Running,10,YES,84,18,27.45,29.62,22.43,61.93,633,302,532,1,SEN1252,V3.0.5,1,71.30999999999979,22.403690544192003,5.6420000000000226,32.41200000000002,1
RD779369,2024-01-04 05:08:00,MCH117,Transformer,Plant B,Morning,41.83,5.93,41.97,60.69,248.86,11.78,2508,33.86,Idle,5,No,68,8,72.29,26.82,80.53,59.61,5694,444,379,4,SEN6337,V5.9.6,0,71.30999999999979,22.403690544192003,6.466000000000022,32.41200000000002,0
RD367041,2024-05-16 21:29:00,MCH158,Compressor,Warehouse 1,Day,74.48,1.39,9.82,87.22,210.66,11.56,2111,42.65,Offline,2,yes,58,15,85.86,17.74,91.77,79.71,4024,411,38,5,SEN7130,V1.4.5,0,71.87799999999979,22.45010178150466,6.068000000000023,26.06400000000002,0
RD745457,2024-06-27 10:04:00,MCH651,Motor,Unit 2,Night,76.21,5.55,2.79,55.34,224.97,9.38,1870,32.31,Running,10,YES,88,0,98.28,34.67,30.09,44.52,281,137,768,10,SEN1827,V2.9.9,0,69.8259999999998,21.21800249787704,5.8920000000000226,23.660000000000025,0
RD479213,2024-05-29 02:13:00,MCH602,Generator,Unit 3,Day,53.75,4.65,32.77,46.64,249.77,16.8,1470,1.86,Offline,9,yes,63,16,57.85,37.98,25.73,59.84,5495,369,490,6,SEN1472,V3.2.7,1,60.88799999999979,14.500448958563542,5.268000000000023,20.626000000000026,0
RD592823,2024-05-23 09:36:00,MCH882,Pump,Unit 2,Night,33.56,8.84,46.62,38.12,238.69,19.31,1091,27.48,Offline,17,no,23,19,31.37,36.73,53.95,46.98,3759,105,196,9,SEN6633,V3.3.7,1,55.965999999999795,19.100744226335816,5.2720000000000224,26.794000000000022,0
RD445211,2024-06-28 13:52:00,MCH480,Generator,Unit 1,Morning,40.35,7.71,45.84,38.26,246.84,14.52,1475,8.85,Offline,14,yes,28,13,83.55,33.35,36.29,79.44,6901,264,471,5,SEN8354,V2.0.5,0,55.6699999999998,19.383940517859124,5.628000000000023,27.568000000000023,0
RD414438,2024-04-29 18:39:00,MCH847,Motor,Factory 1,Day,49.2,7.21,47.58,82.14,234.18,31.34,2401,22.54,Offline,8,Yes,36,4,64.79,27.8,47.94,59.38,4248,35,500,0,SEN4258,V1.0.7,1,50.61399999999979,16.30320305951855,6.792000000000023,35.12000000000002,0
RD237431,2024-06-15 08:56:00,MCH769,Generator,Warehouse 2,Day,40.22,9.59,47.43,68.51,242.51,49.81,1301,41.11,Standby,20,Yes,81,8,69.96,19.01,81.49,76.35,4972,54,986,9,SEN5779,V2.4.2,0,43.4159999999998,8.01563659355183,7.600000000000023,44.04800000000002,1
RD362355,2024-01-21 04:45:00,MCH627,Turbine,Plant A,Morning,91.99,0.0,0.16,44.99,204.03,6.88,1872,1.63,Offline,5,no,37,3,56.32,19.63,26.46,42.16,6646,315,342,7,SEN6778,V1.9.4,0,51.063999999999794,23.543492306790334,6.670000000000021,37.526000000000025,1
RD991291,2024-04-02 15:01:00,MCH193,Robot,Plant C,Afternoon,43.99,2.38,31.66,46.51,204.03,48.3,1470,0.73,Running,6,Yes,31,12,21.25,21.18,86.68,71.45,6643,0,796,5,SEN9525,V5.3.8,1,53.14999999999979,22.017485097074506,5.378000000000023,34.53400000000003,1
RD624209,2024-04-07 08:46:00,MCH644,CNC Machine,Plant A,Morning,97.04,8.12,45.88,44.77,235.89,49.1,2500,49.99,Standby,17,NO,75,24,59.75,23.76,74.02,58.65,4723,225,219,10,SEN9098,V4.9.8,0,64.4879999999998,27.65329763337296,5.460000000000022,34.54200000000002,0
RD766717,2024-04-10 07:48:00,MCH881,Generator,Factory 1,Day,70.78,4.61,42.57,86.65,238.01,17.94,1267,22.15,Running,9,No,19,7,83.37,27.35,31.24,84.51,8541,475,821,6,SEN1310,V5.1.7,0,68.80399999999979,26.32273978900972,4.940000000000022,33.54000000000002,0
RD962624,2024-04-02 23:47:00,MCH449,Generator,Factory 2,Night,25.11,9.7,4.35,34.18,238.01,37.91,1984,43.51,Faulty,7,YES,2,6,61.19,33.11,27.55,58.98,7563,102,913,3,SEN1537,V2.2.1,0,65.78199999999978,30.895002346656526,4.962000000000022,24.924000000000024,0
RD574302,2024-03-15 12:57:00,MCH851,CNC Machine,Factory 1,Day,96.92,8.41,16.84,37.59,240.11,42.08,1817,23.98,Standby,2,YES,89,7,22.06,39.93,74.95,85.64,9451,67,0,1,SEN7730,V1.7.0,0,66.7679999999998,31.999451089040782,6.644000000000022,28.260000000000026,0
RD982728,2024-06-10 03:02:00,MCH385,Conveyor,Warehouse 1,Morning,69.41,5.49,21.6,46.44,226.13,8.28,1301,40.48,Faulty,3,yes,62,1,93.49,19.48,81.97,91.68,9894,73,436,5,SEN3349,V1.0.0,0,71.85199999999979,29.388633346923754,7.266000000000022,26.248000000000026,0
RD538731,2024-03-13 17:00:00,MCH739,Transformer,Factory 2,Morning,39.43,7.55,-100.0,89.7,208.62,15.01,1336,19.67,Idle,14,Yes,86,1,33.94,21.39,77.66,80.61,8706,206,275,8,SEN6580,V5.0.3,1,60.3299999999998,28.31843657407496,7.152000000000022,-2.9279999999999773,1
RD482958,2024-04-11 17:48:00,MCH157,CNC Machine,factory 2,Afternoon,49.91,5.22,41.05,65.95,221.72,31.63,1020,15.57,Offline,2,yes,59,21,73.72,19.72,84.47,74.92,9773,83,854,4,SEN9025,V2.2.4,0,56.15599999999979,27.928470778041206,7.274000000000022,-3.231999999999978,0
RD743355,2024-05-05 20:54:00,MCH634,Motor,Plant C,Afternoon,30.29,9.89,12.98,70.28,234.56,21.77,1384,28.48,Offline,1,no,79,2,49.59,19.25,32.42,59.61,1169,202,521,5,SEN9673,V4.9.6,0,57.191999999999794,26.55102295580912,4.264000000000022,-1.5059999999999782,0
RD651486,2024-03-17 10:08:00,MCH934,Motor,Warehouse 2,Afternoon,88.35,9.89,12.34,48.53,223.62,45.36,1854,43.38,Standby,8,yes,80,3,84.64,27.2,25.49,52.21,5404,145,139,8,SEN4432,V1.0.7,1,55.477999999999795,23.43952473920708,4.264000000000022,-2.4059999999999775,0
RD642440,2024-05-31 20:24:00,MCH392,Generator,Factory 2,Morning,55.97,0.0,38.69,55.92,220.29,33.71,1835,26.01,Running,4,NO,43,13,42.7,17.48,55.0,81.6,8022,29,233,8,SEN8501,V5.4.8,0,52.78999999999979,22.179156882079578,4.264000000000022,1.0120000000000218,0
RD951704,2024-04-23 16:55:00,MCH336,Hydraulic Press,Unit 1,Day,34.71,1.61,21.51,55.92,234.79,5.55,2141,6.87,Faulty,13,Yes,60,9,41.88,36.68,65.97,44.81,8244,437,562,7,SEN1668,V2.8.1,0,51.84599999999979,22.976080605705945,4.264000000000022,25.314000000000025,0
RD516787,2024-05-26 15:26:00,MCH450,Pump,Factory 2,Day,76.14,1.03,7.57,75.8,248.91,24.38,1900,20.27,Standby,14,Yes,48,19,57.69,18.3,99.84,48.57,9546,417,901,4,SEN7962,V1.4.0,0,57.09199999999979,25.300439126621942,4.264000000000022,18.618000000000023,0
RD934682,2024-02-26 00:16:00,MCH915,Compressor,Plant C,Morning,37.02,8.79,29.32,48.55,216.1,10.54,2682,42.17,Running,11,Yes,55,19,42.65,28.43,54.84,48.04,5420,114,878,3,SEN1822,V2.5.7,1,58.437999999999796,23.64280165293242,4.264000000000022,21.886000000000024,0
RD625295,2024-05-16 08:17:00,MCH203,Generator,Factory 2,Morning,85.32,3.91,19.06,69.36,223.35,11.03,2525,9.51,Idle,17,no,23,3,73.97,27.68,58.82,42.01,5436,123,638,10,SEN7149,V3.4.2,0,57.83199999999979,22.704659653910323,3.0680000000000223,23.230000000000025,0
RD104828,2024-05-13 12:51:00,MCH933,Transformer,unit 2,Morning,24.62,6.1,25.41,34.41,229.56,43.1,0,7.73,Running,5,No,44,3,33.32,31.08,60.53,89.57,5089,493,176,7,SEN9338,V5.8.2,0,51.5619999999998,27.225960405464058,4.2880000000000225,20.574000000000023,0
RD943557,05/05/2024 10:05:00,MCH842,Compressor,Unit 3,Morning,73.17,3.12,27.78,76.29,234.94,36.96,1246,49.61,Offline,17,1,39,9,83.43,32.08,32.81,89.98,8460,394,831,8,SEN8924,V4.7.4,1,59.25399999999979,26.702495763503173,4.590000000000023,21.828000000000024,0
RD661629,2024-05-28 07:37:00,MCH523,Motor,Plant B,Night,78.59,2.1,27.34,52.97,248.39,41.74,1190,32.0,Running,13,no,16,12,75.62,27.45,93.46,62.51,7062,103,321,0,SEN3937,V2.2.3,0,59.7439999999998,27.10920747642589,4.804000000000022,25.78200000000002,0
RD761400,2024-01-24 22:51:00,MCH538,Compressor,Unit 2,Night,25.24,9.86,5.18,30.97,220.62,32.26,2983,43.05,Running,13,no,80,8,78.7,19.38,40.89,95.13,3570,451,330,10,SEN4396,V5.0.4,0,50.203999999999795,26.7523883045962,5.018000000000022,20.954000000000025,1
RD391814,2024-02-13 13:06:00,MCH284,Robot,Factory 1,Morning,25.24,4.44,41.77,89.67,221.84,39.02,1686,21.96,Standby,18,YES,12,24,37.96,32.15,27.61,66.05,9047,87,593,3,SEN3951,V4.7.9,1,50.203999999999795,26.7523883045962,5.124000000000022,25.496000000000027,0
RD622169,2024-04-06 02:44:00,MCH161,Hydraulic Press,Unit 3,Night,70.0,7.26,7.15,53.34,216.35,27.84,2139,42.15,Idle,14,no,2,7,52.78,27.71,68.81,41.87,3170,398,475,6,SEN6017,V3.8.2,0,50.203999999999795,26.7523883045962,5.356000000000022,21.844000000000026,0
RD572452,2024-04-05 00:14:00,MCH418,Robot,Warehouse 1,Morning,26.94,-10.0,30.11,84.26,221.17,14.42,1571,5.83,Running,11,YES,41,11,53.49,25.19,27.75,46.61,4575,285,215,3,SEN6986,V1.4.4,1,50.203999999999795,26.7523883045962,2.732000000000023,17.51400000000002,0
